,Songs,Artist,id,external_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
2141,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,2YzmfPLqUx5CJOaw5ThsBV,https://open.spotify.com/track/2YzmfPLqUx5CJOaw5ThsBV,0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,audio_features,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/tracks/2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/audio-analysis/2YzmfPLqUx5CJOaw5ThsBV,202636,4
2142,Nasty (Who Dat) (feat. Migos),A$AP Ferg,76T8y91xMLWJgfsEsmWGxW,https://open.spotify.com/track/76T8y91xMLWJgfsEsmWGxW,0.661,0.636,4,-4.551,0,0.118,0.0203,2.25e-05,0.378,0.428,179.041,audio_features,spotify:track:76T8y91xMLWJgfsEsmWGxW,https://api.spotify.com/v1/tracks/76T8y91xMLWJgfsEsmWGxW,https://api.spotify.com/v1/audio-analysis/76T8y91xMLWJgfsEsmWGxW,209813,4
2143,Rubber Band Man (feat. Cam'ron),A$AP Ferg,6YVbCxw3Yqyj4dRomrXPhl,https://open.spotify.com/track/6YVbCxw3Yqyj4dRomrXPhl,0.652,0.905,1,-4.113,1,0.11,0.119,0.00346,0.109,0.265,156.051,audio_features,spotify:track:6YVbCxw3Yqyj4dRomrXPhl,https://api.spotify.com/v1/tracks/6YVbCxw3Yqyj4dRomrXPhl,https://api.spotify.com/v1/audio-analysis/6YVbCxw3Yqyj4dRomrXPhl,205747,4
2144,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",A$AP Mob,4pdgV8qr9Oytcv6thCdiIZ,https://open.spotify.com/track/4pdgV8qr9Oytcv6thCdiIZ,0.848,0.663,8,-5.606,0,0.245,0.523,0.0,0.108,0.333,133.993,audio_features,spotify:track:4pdgV8qr9Oytcv6thCdiIZ,https://api.spotify.com/v1/tracks/4pdgV8qr9Oytcv6thCdiIZ,https://api.spotify.com/v1/audio-analysis/4pdgV8qr9Oytcv6thCdiIZ,255413,4
2145,"Crazy Brazy (feat. A$AP Rocky, A$AP Twelvyy & Key!)",A$AP Mob,59e7E2LMPZ2bhW5G6aCwX8,https://open.spotify.com/track/59e7E2LMPZ2bhW5G6aCwX8,0.755,0.629,0,-8.284,1,0.312,0.32,0.0,0.126,0.591,143.083,audio_features,spotify:track:59e7E2LMPZ2bhW5G6aCwX8,https://api.spotify.com/v1/tracks/59e7E2LMPZ2bhW5G6aCwX8,https://api.spotify.com/v1/audio-analysis/59e7E2LMPZ2bhW5G6aCwX8,188853,4
2146,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",A$AP Mob,5VnpYqIzm02X9gOhVElQo3,https://open.spotify.com/track/5VnpYqIzm02X9gOhVElQo3,0.732,0.772,2,-6.142,0,0.267,0.194,1.54e-06,0.242,0.493,123.009,audio_features,spotify:track:5VnpYqIzm02X9gOhVElQo3,https://api.spotify.com/v1/tracks/5VnpYqIzm02X9gOhVElQo3,https://api.spotify.com/v1/audio-analysis/5VnpYqIzm02X9gOhVElQo3,230920,4
2147,Goldie,A$AP Rocky,4go2hxLM6ijk0K76ZY0Nhd,https://open.spotify.com/track/4go2hxLM6ijk0K76ZY0Nhd,0.68,0.843,1,-4.919,1,0.241,0.22,3.02e-05,0.378,0.743,81.958,audio_features,spotify:track:4go2hxLM6ijk0K76ZY0Nhd,https://api.spotify.com/v1/tracks/4go2hxLM6ijk0K76ZY0Nhd,https://api.spotify.com/v1/audio-analysis/4go2hxLM6ijk0K76ZY0Nhd,192067,4
2148,Fashion Killa,A$AP Rocky,40H5libEZWrbkc8HTlXGbt,https://open.spotify.com/track/40H5libEZWrbkc8HTlXGbt,0.794,0.82,11,-5.214,1,0.152,0.315,0.0,0.531,0.793,140.042,audio_features,spotify:track:40H5libEZWrbkc8HTlXGbt,https://api.spotify.com/v1/tracks/40H5libEZWrbkc8HTlXGbt,https://api.spotify.com/v1/audio-analysis/40H5libEZWrbkc8HTlXGbt,236280,4
2149,Him & I (with Halsey),G-Eazy,5k38wzpLb15YgncyWdTZE4,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,audio_features,spotify:track:5k38wzpLb15YgncyWdTZE4,https://api.spotify.com/v1/tracks/5k38wzpLb15YgncyWdTZE4,https://api.spotify.com/v1/audio-analysis/5k38wzpLb15YgncyWdTZE4,268867,4
2150,But A Dream,G-Eazy,6sDCgB1Ulh7aw92mk0opyd,https://open.spotify.com/track/6sDCgB1Ulh7aw92mk0opyd,0.583,0.685,8,-6.978,1,0.425,0.162,0.0,0.0858,0.44,155.947,audio_features,spotify:track:6sDCgB1Ulh7aw92mk0opyd,https://api.spotify.com/v1/tracks/6sDCgB1Ulh7aw92mk0opyd,https://api.spotify.com/v1/audio-analysis/6sDCgB1Ulh7aw92mk0opyd,206427,4
2151,No Limit,G-Eazy,2DQ1ITjI0YoLFzuADN1ZBW,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,audio_features,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/tracks/2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/audio-analysis/2DQ1ITjI0YoLFzuADN1ZBW,245387,4
2152,The Plan,G-Eazy,7fOPVfABNLg3sxtgXBhBdp,https://open.spotify.com/track/7fOPVfABNLg3sxtgXBhBdp,0.826,0.597,1,-7.807,1,0.432,0.00278,0.0,0.156,0.35,118.044,audio_features,spotify:track:7fOPVfABNLg3sxtgXBhBdp,https://api.spotify.com/v1/tracks/7fOPVfABNLg3sxtgXBhBdp,https://api.spotify.com/v1/audio-analysis/7fOPVfABNLg3sxtgXBhBdp,250293,4
2153,Pick Me Up,G-Eazy,18bhLb1XbBQbRj9QAvIiHt,https://open.spotify.com/track/18bhLb1XbBQbRj9QAvIiHt,0.584,0.731,1,-6.209,1,0.209,0.114,3.48e-05,0.607,0.44,84.913,audio_features,spotify:track:18bhLb1XbBQbRj9QAvIiHt,https://api.spotify.com/v1/tracks/18bhLb1XbBQbRj9QAvIiHt,https://api.spotify.com/v1/audio-analysis/18bhLb1XbBQbRj9QAvIiHt,228960,4
2154,Crash & Burn,G-Eazy,3rtuukjxyg57bDRZbkkt5l,https://open.spotify.com/track/3rtuukjxyg57bDRZbkkt5l,0.558,0.778,3,-4.03,0,0.274,0.0719,0.0,0.0905,0.294,88.125,audio_features,spotify:track:3rtuukjxyg57bDRZbkkt5l,https://api.spotify.com/v1/tracks/3rtuukjxyg57bDRZbkkt5l,https://api.spotify.com/v1/audio-analysis/3rtuukjxyg57bDRZbkkt5l,180360,4
2155,Summer In December,G-Eazy,6kbs6lHYzEyjhi7Dss2yVL,https://open.spotify.com/track/6kbs6lHYzEyjhi7Dss2yVL,0.596,0.879,5,-4.563,1,0.359,0.0706,0.0,0.0965,0.491,79.448,audio_features,spotify:track:6kbs6lHYzEyjhi7Dss2yVL,https://api.spotify.com/v1/tracks/6kbs6lHYzEyjhi7Dss2yVL,https://api.spotify.com/v1/audio-analysis/6kbs6lHYzEyjhi7Dss2yVL,186147,4
2156,Go Legend (& Metro Boomin),Big Sean,3wAI7MIQtTgwcRmwchPZBc,https://open.spotify.com/track/3wAI7MIQtTgwcRmwchPZBc,0.656,0.564,1,-8.925,0,0.0883,0.0167,1.39e-06,0.165,0.25,150.014,audio_features,spotify:track:3wAI7MIQtTgwcRmwchPZBc,https://api.spotify.com/v1/tracks/3wAI7MIQtTgwcRmwchPZBc,https://api.spotify.com/v1/audio-analysis/3wAI7MIQtTgwcRmwchPZBc,268947,4
2157,Pull Up N Wreck (& Metro Boomin),Big Sean,7DuvVy7JfFgXwWlVzyyPys,https://open.spotify.com/track/7DuvVy7JfFgXwWlVzyyPys,0.49,0.44,10,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095,audio_features,spotify:track:7DuvVy7JfFgXwWlVzyyPys,https://api.spotify.com/v1/tracks/7DuvVy7JfFgXwWlVzyyPys,https://api.spotify.com/v1/audio-analysis/7DuvVy7JfFgXwWlVzyyPys,227533,4
2158,Who's Stopping Me (& Metro Boomin),Big Sean,7dHui7yOhsoj7HdWSuJTW7,https://open.spotify.com/track/7dHui7yOhsoj7HdWSuJTW7,0.664,0.552,7,-10.479,1,0.306,0.425,0.0,0.0757,0.763,99.721,audio_features,spotify:track:7dHui7yOhsoj7HdWSuJTW7,https://api.spotify.com/v1/tracks/7dHui7yOhsoj7HdWSuJTW7,https://api.spotify.com/v1/audio-analysis/7dHui7yOhsoj7HdWSuJTW7,213600,4
2159,Big Bidness (& Metro Boomin),Big Sean,42XnD59SFcomCJu55EPhqJ,https://open.spotify.com/track/42XnD59SFcomCJu55EPhqJ,0.657,0.579,7,-10.463,0,0.275,0.123,0.0,0.102,0.146,84.985,audio_features,spotify:track:42XnD59SFcomCJu55EPhqJ,https://api.spotify.com/v1/tracks/42XnD59SFcomCJu55EPhqJ,https://api.spotify.com/v1/audio-analysis/42XnD59SFcomCJu55EPhqJ,273027,4
2160,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,1f5cbQtDrykjarZVrShaDI,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,audio_features,spotify:track:1f5cbQtDrykjarZVrShaDI,https://api.spotify.com/v1/tracks/1f5cbQtDrykjarZVrShaDI,https://api.spotify.com/v1/audio-analysis/1f5cbQtDrykjarZVrShaDI,209269,4
2161,Still Think About You,A Boogie Wit da Hoodie,2FTeQQ5Rg9tBpgpTF5mnhE,https://open.spotify.com/track/2FTeQQ5Rg9tBpgpTF5mnhE,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,audio_features,spotify:track:2FTeQQ5Rg9tBpgpTF5mnhE,https://api.spotify.com/v1/tracks/2FTeQQ5Rg9tBpgpTF5mnhE,https://api.spotify.com/v1/audio-analysis/2FTeQQ5Rg9tBpgpTF5mnhE,246988,4
2162,Right My Wrongs,Bryson Tiller,5rgrBsAFYMun6yhtnLKRPz,https://open.spotify.com/track/5rgrBsAFYMun6yhtnLKRPz,0.543,0.449,1,-8.065,1,0.0463,0.345,0.0,0.157,0.29,132.609,audio_features,spotify:track:5rgrBsAFYMun6yhtnLKRPz,https://api.spotify.com/v1/tracks/5rgrBsAFYMun6yhtnLKRPz,https://api.spotify.com/v1/audio-analysis/5rgrBsAFYMun6yhtnLKRPz,249320,4
2163,Let Me Explain,Bryson Tiller,1trZGMI2CGyVT44STkpCoN,https://open.spotify.com/track/1trZGMI2CGyVT44STkpCoN,0.809,0.504,2,-3.201,1,0.15,0.00156,0.0,0.0856,0.525,120.065,audio_features,spotify:track:1trZGMI2CGyVT44STkpCoN,https://api.spotify.com/v1/tracks/1trZGMI2CGyVT44STkpCoN,https://api.spotify.com/v1/audio-analysis/1trZGMI2CGyVT44STkpCoN,223969,4
2164,Redbone,Childish Gambino,3kxfsdsCpFgN412fpnW85Y,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,0.745,0.356,1,-10.425,1,0.0941,0.172,0.00943,0.123,0.607,160.033,audio_features,spotify:track:3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,326933,4
2165,Sober,Childish Gambino,6olUplztLFFfU7fMYmFXOP,https://open.spotify.com/track/6olUplztLFFfU7fMYmFXOP,0.699,0.601,0,-6.48,1,0.0304,0.0972,1.17e-05,0.562,0.434,98.04,audio_features,spotify:track:6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/tracks/6olUplztLFFfU7fMYmFXOP,https://api.spotify.com/v1/audio-analysis/6olUplztLFFfU7fMYmFXOP,252013,4
2166,Signs,Drake,6Na5uKk5SsqZimk0hAWo8y,https://open.spotify.com/track/6Na5uKk5SsqZimk0hAWo8y,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,audio_features,spotify:track:6Na5uKk5SsqZimk0hAWo8y,https://api.spotify.com/v1/tracks/6Na5uKk5SsqZimk0hAWo8y,https://api.spotify.com/v1/audio-analysis/6Na5uKk5SsqZimk0hAWo8y,234373,4
2167,Again,Fetty Wap,3ESSGgWzRf1xvP7G5hHMhB,https://open.spotify.com/track/3ESSGgWzRf1xvP7G5hHMhB,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,audio_features,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,https://api.spotify.com/v1/tracks/3ESSGgWzRf1xvP7G5hHMhB,https://api.spotify.com/v1/audio-analysis/3ESSGgWzRf1xvP7G5hHMhB,312240,4
2168,Right Now (feat. Black Thought & Styles of Beyond),Fort Minor,6jbN3ibWMut3lTVjUhYGgW,https://open.spotify.com/track/6jbN3ibWMut3lTVjUhYGgW,0.582,0.918,8,-3.821,1,0.0917,0.0671,0.000393,0.123,0.747,199.868,audio_features,spotify:track:6jbN3ibWMut3lTVjUhYGgW,https://api.spotify.com/v1/tracks/6jbN3ibWMut3lTVjUhYGgW,https://api.spotify.com/v1/audio-analysis/6jbN3ibWMut3lTVjUhYGgW,254587,4
2169,Selfish (feat. Rihanna),Future,6yHkPtl6UQ7RjtJLBPzbJw,https://open.spotify.com/track/6yHkPtl6UQ7RjtJLBPzbJw,0.415,0.369,8,-10.044,1,0.0741,0.0303,7.64e-06,0.383,0.0913,95.746,audio_features,spotify:track:6yHkPtl6UQ7RjtJLBPzbJw,https://api.spotify.com/v1/tracks/6yHkPtl6UQ7RjtJLBPzbJw,https://api.spotify.com/v1/audio-analysis/6yHkPtl6UQ7RjtJLBPzbJw,251423,4
2170,Long Night (feat. Chance the Rapper),Hoodie Allen,5mmHTQc6A54qkrt2BvfgVA,https://open.spotify.com/track/5mmHTQc6A54qkrt2BvfgVA,0.765,0.813,1,-4.132,0,0.0499,0.0664,0.0,0.0945,0.828,101.045,audio_features,spotify:track:5mmHTQc6A54qkrt2BvfgVA,https://api.spotify.com/v1/tracks/5mmHTQc6A54qkrt2BvfgVA,https://api.spotify.com/v1/audio-analysis/5mmHTQc6A54qkrt2BvfgVA,194051,4
2171,All for Me,Hoodie Allen,4uW99KdTOULI2a8QvGrIeo,https://open.spotify.com/track/4uW99KdTOULI2a8QvGrIeo,0.74,0.695,4,-6.962,0,0.154,0.132,0.0,0.141,0.387,89.982,audio_features,spotify:track:4uW99KdTOULI2a8QvGrIeo,https://api.spotify.com/v1/tracks/4uW99KdTOULI2a8QvGrIeo,https://api.spotify.com/v1/audio-analysis/4uW99KdTOULI2a8QvGrIeo,223855,4
2172,Ain't Ready,Hoodie Allen,6zpPX6gNWQmwc3HpbvC7dM,https://open.spotify.com/track/6zpPX6gNWQmwc3HpbvC7dM,0.762,0.714,9,-5.352,0,0.275,0.138,0.0,0.0604,0.823,100.001,audio_features,spotify:track:6zpPX6gNWQmwc3HpbvC7dM,https://api.spotify.com/v1/tracks/6zpPX6gNWQmwc3HpbvC7dM,https://api.spotify.com/v1/audio-analysis/6zpPX6gNWQmwc3HpbvC7dM,190036,4
2173,Comfortable,K CAMP,2BqQQXuBOuhaWeUP7okEx0,https://open.spotify.com/track/2BqQQXuBOuhaWeUP7okEx0,0.765,0.412,7,-8.932,0,0.0726,0.72,0.0,0.126,0.632,109.986,audio_features,spotify:track:2BqQQXuBOuhaWeUP7okEx0,https://api.spotify.com/v1/tracks/2BqQQXuBOuhaWeUP7okEx0,https://api.spotify.com/v1/audio-analysis/2BqQQXuBOuhaWeUP7okEx0,211573,4
2174,6 Foot 7 Foot,Lil Wayne,0z5ZPs57J2KERwM1tBM2GF,https://open.spotify.com/track/0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,2,-5.429,1,0.304,0.000707,0.0,0.318,0.604,79.119,audio_features,spotify:track:0z5ZPs57J2KERwM1tBM2GF,https://api.spotify.com/v1/tracks/0z5ZPs57J2KERwM1tBM2GF,https://api.spotify.com/v1/audio-analysis/0z5ZPs57J2KERwM1tBM2GF,248587,4
2175,1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,0.62,0.574,5,-7.788,0,0.0479,0.569,0.0,0.19,0.357,100.023,audio_features,spotify:track:5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,250173,4
2176,Donald Trump,Mac Miller,2e0PQjgRNMDKeaMH49tHnC,https://open.spotify.com/track/2e0PQjgRNMDKeaMH49tHnC,0.676,0.935,1,-4.97,0,0.176,0.0339,0.0,0.359,0.809,162.996,audio_features,spotify:track:2e0PQjgRNMDKeaMH49tHnC,https://api.spotify.com/v1/tracks/2e0PQjgRNMDKeaMH49tHnC,https://api.spotify.com/v1/audio-analysis/2e0PQjgRNMDKeaMH49tHnC,164523,4
2177,Skateboard P (feat. Big Sean),MadeinTYO,07pJdL0L9XDGW0HBj0rIS2,https://open.spotify.com/track/07pJdL0L9XDGW0HBj0rIS2,0.831,0.47,1,-7.48,0,0.425,0.0371,0.0,0.144,0.339,75.474,audio_features,spotify:track:07pJdL0L9XDGW0HBj0rIS2,https://api.spotify.com/v1/tracks/07pJdL0L9XDGW0HBj0rIS2,https://api.spotify.com/v1/audio-analysis/07pJdL0L9XDGW0HBj0rIS2,242307,4
2178,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",Mike WiLL Made-It,3A2OHirUAlQp2x73BJlEDA,https://open.spotify.com/track/3A2OHirUAlQp2x73BJlEDA,0.741,0.562,4,-5.474,0,0.165,0.172,0.0,0.0751,0.292,180.068,audio_features,spotify:track:3A2OHirUAlQp2x73BJlEDA,https://api.spotify.com/v1/tracks/3A2OHirUAlQp2x73BJlEDA,https://api.spotify.com/v1/audio-analysis/3A2OHirUAlQp2x73BJlEDA,240926,4
2179,"Gucci On My (feat. 21 Savage, YG & Migos)",Mike WiLL Made-It,3IHZc2GclRu5nJpTqty7MY,https://open.spotify.com/track/3IHZc2GclRu5nJpTqty7MY,0.934,0.359,1,-5.133,1,0.23,0.173,8.11e-06,0.152,0.0886,140.004,audio_features,spotify:track:3IHZc2GclRu5nJpTqty7MY,https://api.spotify.com/v1/tracks/3IHZc2GclRu5nJpTqty7MY,https://api.spotify.com/v1/audio-analysis/3IHZc2GclRu5nJpTqty7MY,274847,4
2180,Buy The World,Mike WiLL Made-It,01A7PEPSnmtixFPfB2UTal,https://open.spotify.com/track/01A7PEPSnmtixFPfB2UTal,0.793,0.631,11,-6.109,0,0.0998,0.0406,0.000478,0.207,0.231,119.971,audio_features,spotify:track:01A7PEPSnmtixFPfB2UTal,https://api.spotify.com/v1/tracks/01A7PEPSnmtixFPfB2UTal,https://api.spotify.com/v1/audio-analysis/01A7PEPSnmtixFPfB2UTal,226693,4
2181,On The Come Up (feat. Big Sean),Mike WiLL Made-It,7HwKzQBybHSHqdLv25VdtU,https://open.spotify.com/track/7HwKzQBybHSHqdLv25VdtU,0.494,0.643,7,-6.211,1,0.294,0.0391,0.0,0.658,0.511,110.052,audio_features,spotify:track:7HwKzQBybHSHqdLv25VdtU,https://api.spotify.com/v1/tracks/7HwKzQBybHSHqdLv25VdtU,https://api.spotify.com/v1/audio-analysis/7HwKzQBybHSHqdLv25VdtU,235886,4
2182,No Option,Post Malone,6M0IsaUX4GNyto4niSegfI,https://open.spotify.com/track/6M0IsaUX4GNyto4niSegfI,0.575,0.734,2,-4.949,1,0.057,0.0757,0.0,0.241,0.494,83.986,audio_features,spotify:track:6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/tracks/6M0IsaUX4GNyto4niSegfI,https://api.spotify.com/v1/audio-analysis/6M0IsaUX4GNyto4niSegfI,179827,4
2183,Lil Story (feat. ScHoolboy Q),Gucci Mane,4qlQBM4lRFkan2OgfGN8jc,https://open.spotify.com/track/4qlQBM4lRFkan2OgfGN8jc,0.943,0.777,1,-4.273,1,0.2,0.00839,0.0,0.278,0.711,135.0,audio_features,spotify:track:4qlQBM4lRFkan2OgfGN8jc,https://api.spotify.com/v1/tracks/4qlQBM4lRFkan2OgfGN8jc,https://api.spotify.com/v1/audio-analysis/4qlQBM4lRFkan2OgfGN8jc,170733,4
